Name,CarName,fueltype, price ,model,used/new,accident,milage,engine,model_year,ext_col,int_col
Sheet2,Chevrolet,Gasoline," $30,000  ",Camaro 1LT,used,At least 1 accident or damage reported,"18,000 mi.",335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2021,White,Black
Sheet2,Jeep,Gasoline," $39,998  ",Gladiator Freedom,used,None reported,"30,630 mi.",3.6 Liter,2021,Hydro Blue Pearlcoat,Black
Sheet2,Toyota,Gasoline," $33,580  ",Tacoma Double Cab,used,None reported,"24,985 mi.",236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,2007,Silver,Silver
Sheet2,GMC,Gasoline," $93,999  ",Yukon Denali Ultimate,used,None reported,"9,978 mi.",420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2023,White,Gold
Sheet2,Ford,Gasoline," $77,999  ",Shelby GT350R Base,used,At least 1 accident or damage reported,"18,500 mi.",526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,2018,Blue,Black
Sheet2,Cadillac,Gasoline," $79,990  ",Escalade Premium Luxury Platinum,used,None reported,"72,843 mi.",6.2L V8 16V GDI OHV,2021,Sandstone Metallic,Dark Auburn
Sheet2,Buick,Gasoline," $20,000  ",LaCrosse Base,used,None reported,"67,500 mi.",310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2017,Black,Beige
Sheet2,Mercedes-Benz,Gasoline," $28,500  ",E-Class E 300 4MATIC,used,None reported,"36,900 mi.",241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2017,Gray,Beige
Sheet2,Chevrolet,E85 Flex Fuel," $39,998  ",Tahoe LT,used,At least 1 accident or damage reported,"61,720 mi.",5.3 Liter,2017,Silver,Jet Black
Sheet2,Kia,Gasoline," $43,329  ",Telluride EX,used,None reported,"35,938 mi.",3.8L V6 24V GDI DOHC,2022,Glacial White Pearl,Black
Sheet2,Toyota,Hybrid," $63,100  ",Tundra Hybrid Limited,used,None reported,"10,748 mi.",3.4L V6 24V PDI DOHC Twin Turbo Hybrid,2023,Midnight Black Metallic,Black
Sheet2,Audi,Gasoline," $107,900  ",S8 4.0T quattro,used,None reported,"4,457 mi.",4.0L V8 32V GDI DOHC Twin Turbo,2023,Mythos Black Metallic,Black
Sheet2,Nissan,Gasoline," $26,498  ",Armada Platinum,used,At least 1 accident or damage reported,"108,206 mi.",5.6 Liter,2018,White,Charcoal
Sheet2,Land,Diesel," $46,598  ",Rover Discovery HSE,used,None reported,"32,705 mi.",3.0 Liter,2020,Portofino Blue Metallic,Tan/Ebony/Ebony
Sheet2,Kia,Gasoline," $32,913  ",Telluride S,used,None reported,"74,026 mi.",3.8L V6 24V GDI DOHC,2020,Sangria Red,Black
Sheet2,Lexus,Gasoline," $45,950  ",GS 350 F Sport,used,None reported,"24,651 mi.",3.5L V6 24V PDI DOHC,2020,Ultra White,Black
Sheet2,BMW,Hybrid," $69,000  ",X6 xDrive40i,used,None reported,"13,000 mi.",335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,2022,Gray,Orange
Sheet2,Land,Hybrid," $133,500  ",Rover Range Rover P400 SE SWB,used,None reported,"11,700 mi.",395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,2023,Gray,White
Sheet2,Chevrolet,Diesel," $54,000  ",Silverado 3500 High Country,used,None reported,"77,500 mi.",397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,2015,Black,Brown
Sheet2,Maserati,Gasoline," $7,999  ",Quattroporte Sport GT,used,At least 1 accident or damage reported,"82,000 mi.",394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2007,Black,Black
Sheet2,Dodge,Gasoline," $489,995  ",Viper GTC,used,None reported,"1,389 mi.",645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,2017,Black,Black
Sheet2,Kia,Gasoline," $16,500  ",Optima LX,used,None reported,"62,660 mi.",185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,Land,Gasoline," $59,000  ",Rover Range Rover Sport SVR,used,None reported,"56,006 mi.",575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2018,Silver,White
Sheet2,Lexus,Hybrid," $52,998  ",RX 450h F SPORT Handling,used,None reported,"31,365 mi.",3.5 Liter DOHC,2021,Beige,Red
Sheet2,Lincoln,Gasoline," $14,900  ",Town Car Base,used,None reported,"27,600 mi.",239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,2004,Black,White
Sheet2,Honda,Gasoline," $19,600  ",Civic Si,used,None reported,"47,245 mi.",201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2012,White,Black
Sheet2,Lexus,Hybrid," $31,990  ",RX 450h Base,used,None reported,"73,948 mi.",308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,2017,White,Beige
Sheet2,Audi,Gasoline," $78,900  ",RS 3 2.5T,used,None reported,"1,900 mi.",401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,2023,Gray,Black
Sheet2,Hyundai,Gasoline," $15,000  ",Genesis Coupe 3.8 R-Spec,used,At least 1 accident or damage reported,"52,060 mi.",348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,2014,Black,Black
Sheet2,Porsche,Gasoline," $41,500  ",Boxster RS 60 Spyder,used,None reported,"58,000 mi.",303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,2008,Silver,Black
Sheet2,Ford,Diesel," $26,095  ",F-250 XLT,used,None reported,"52,246 mi.",6.4L V8 32V DDI OHV Twin Turbo Diesel,2010,Tan,Medium Stone
Sheet2,Kia,Gasoline," $16,999  ",Sorento EX,used,None reported,"64,290 mi.",2.0L I4 16V GDI DOHC Turbo,2016,Snow White Pearl,Satin Black
Sheet2,Nissan,Gasoline," $21,500  ",370Z Touring,used,None reported,"37,500 mi.",332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,2009,Silver,Orange
Sheet2,Genesis,Gasoline," $40,750  ",G70 2.0T,used,None reported,"2,121 mi.",252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2023,White,Red
Sheet2,Land,Gasoline," $26,000  ",Rover Range Rover Sport Supercharged,used,None reported,"57,000 mi.",510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2013,White,Beige
Sheet2,Mercedes-Benz,Gasoline," $69,500  ",S-Class S 560 4MATIC,used,None reported,"22,000 mi.",463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2020,White,Beige
Sheet2,Ford,Gasoline," $66,500  ",Bronco Wildtrak Advanced,used,None reported,"2,000 mi.",315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,2023,Black,Black
Sheet2,RAM,E85 Flex Fuel," $32,000  ",1500 SLT,used,None reported,"61,802 mi.",305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,2018,Black,Gray
Sheet2,Jeep,E85 Flex Fuel," $13,500  ",Grand Cherokee Laredo,used,None reported,"106,700 mi.",290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,2013,Black,Black
Sheet2,Audi,Gasoline," $35,999  ",RS 5 4.2,used,At least 1 accident or damage reported,"75,965 mi.",450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2013,White,Black
Sheet2,Jeep,Gasoline," $48,995  ",Grand Cherokee L Overland,used,At least 1 accident or damage reported,"31,804 mi.",3.6L V6 24V MPFI DOHC,2022,Silver Zynith,Global Black
Sheet2,Chrysler,Gasoline," $6,000  ",Crossfire Limited,used,At least 1 accident or damage reported,"116,320 mi.",215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,2005,Gray,Red
Sheet2,Audi,Gasoline," $9,900  ",S5 4.2 Premium Plus,used,At least 1 accident or damage reported,"156,875 mi.",354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2011,Black,Red
Sheet2,Cadillac,Gasoline," $28,500  ",CT4 Luxury,used,None reported,"35,200 mi.",237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2020,Blue,Black
Sheet2,Maserati,Gasoline," $19,000  ",Ghibli S Q4,used,None reported,"76,000 mi.",404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2014,Black,Black
Sheet2,Jaguar,Gasoline," $34,500  ",F-PACE 25t Premium,used,None reported,"29,000 mi.",247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,BMW,Gasoline," $44,495  ",750 i xDrive,used,At least 1 accident or damage reported,"33,499 mi.",445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,2019,Gray,Black
Sheet2,Acura,Gasoline," $30,999  ",TLX V6 Advance,used,At least 1 accident or damage reported,"25,779 mi.",3.5L V6 24V GDI SOHC,2019,Platinum White Pearl,Ebony
Sheet2,GMC,Gasoline," $9,500  ",Terrain SLT-1,used,At least 1 accident or damage reported,"76,296 mi.",182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2015,Gray,Black
Sheet2,BMW,Gasoline," $12,800  ",i3 Base w/Range Extender,used,None reported,"29,553 mi.",170.0HP 0.65L Electric Motor Electric Fuel System,2014,Black,Gray
Sheet2,Nissan,Gasoline," $4,500  ",Versa 1.8 S,used,None reported,"109,902 mi.",122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,2011,Blue,Gray
Sheet2,Mercedes-Benz,Gasoline," $33,500  ",C-Class C 300 4MATIC,used,None reported,"23,083 mi.",255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2019,White,Beige
Sheet2,Toyota,Gasoline," $4,199  ",Matrix XRS,used,None reported,"143,600 mi.",180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,2003,Black,Black
Sheet2,RAM,Gasoline," $54,800  ",1500 Limited,used,None reported,"22,000 mi.",395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,2021,Black,Black
Sheet2,Mercedes-Benz,Hybrid," $81,500  ",AMG E 53 Base 4MATIC,used,None reported,"13,000 mi.",429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,2022,Silver,Black
Sheet2,Audi,Gasoline," $28,000  ",A5 2.0T Premium,used,At least 1 accident or damage reported,"53,000 mi.",252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2018,White,Brown
Sheet2,Lincoln,Gasoline," $52,999  ",Navigator Reserve,used,None reported,"44,741 mi.",450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2019,Beige,Beige
Sheet2,Audi,Gasoline," $5,700  ",A6 3.2 quattro,used,At least 1 accident or damage reported,"202,000 mi.",255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,2008,Blue,Gray
Sheet2,Chevrolet,Gasoline," $6,995  ",Silverado 1500 LT Crew Cab,used,At least 1 accident or damage reported,"215,000 mi.",345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,2006,Black,Black
Sheet2,Mercedes-Benz,Gasoline," $49,998  ",S-Class S 560,used,None reported,"77,138 mi.",4.0 Liter,2019,designo Diamond White,Black
Sheet2,Volvo,Gasoline," $25,999  ",XC90 T6 Momentum,used,None reported,"90,641 mi.",2.0L I4 16V GDI DOHC,2018,White,Amber
Sheet2,Toyota,Gasoline," $7,700  ",Camry SE,used,At least 1 accident or damage reported,"177,702 mi.",179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,2011,Gray,Gray
Sheet2,Mercedes-Benz,Gasoline," $29,497  ",Metris Base,used,None reported,"58,350 mi.",208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2018,Black,Black
Sheet2,Chevrolet,Gasoline," $17,000  ",Camaro 2LT,used,At least 1 accident or damage reported,"86,170 mi.",304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2010,Black,Black
Sheet2,Mazda,Gasoline," $20,199  ",MX-5 Miata Grand Touring,used,At least 1 accident or damage reported,"36,568 mi.",167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2012,Blue,Beige
Sheet2,Ford,Gasoline," $16,250  ",Escape SE,used,None reported,"54,357 mi.",173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,2015,White,Gray
Sheet2,Mercedes-Benz,Gasoline," $59,598  ",S-Class S 63 AMG,used,At least 1 accident or damage reported,"20,394 mi.",5.5 Liter,2015,Black,Black
Sheet2,Kia,Hybrid," $31,113  ",Niro EX,used,None reported,"7,578 mi.",1.6L I4 16V GDI DOHC Hybrid,2023,Snow White Pearl,Charcoal
Sheet2,Porsche,Gasoline," $20,900  ",Boxster Base,used,At least 1 accident or damage reported,"64,800 mi.",255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,2010,Gray,Gray
Sheet2,Toyota,Gasoline," $27,750  ",4Runner Trail,used,None reported,"117,780 mi.",270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,2016,Gray,Black
Sheet2,Hyundai,Hybrid," $18,200  ",Kona EV SEL,used,None reported,"33,100 mi.",201.0HP Electric Motor Electric Fuel System,2019,Black,Black
Sheet2,Land,Gasoline," $18,750  ",Rover Range Rover Evoque SE,used,None reported,"86,202 mi.",240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2016,Black,Black
Sheet2,Ford,E85 Flex Fuel," $19,550  ",E350 Super Duty XLT,used,None reported,"163,000 mi.",255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,2012,White,Gray
Sheet2,Mercedes-Benz,Gasoline," $24,900  ",SL-Class SL500 Roadster,used,None reported,"35,400 mi.",302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2004,Black,Gray
Sheet2,Jeep,Gasoline," $22,000  ",Compass Trailhawk,used,None reported,"31,000 mi.",180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2018,Gray,Black
Sheet2,Mercedes-Benz,Gasoline," $40,998  ",S-Class S 560 4MATIC,used,None reported,"103,069 mi.",4.0 Liter,2018,Anthracite Blue Metallic,Silk Beige/Espresso Brown
Sheet2,Mercedes-Benz,Gasoline," $135,800  ",G-Class G 550 4MATIC,used,None reported,"22,480 mi.",416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2021,White,Brown
Sheet2,Lexus,Gasoline," $44,800  ",IS-F Base,used,At least 1 accident or damage reported,"41,500 mi.",416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2010,Blue,Black
Sheet2,BMW,Gasoline," $13,000  ",335 i,used,None reported,"91,545 mi.",300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2010,Black,Black
Sheet2,Audi,Hybrid," $162,500  ",RS 7 4.0T,used,None reported,"4,100 mi.",591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,2022,Blue,Black
Sheet2,Buick,Gasoline," $5,000  ",Lucerne CXL,used,None reported,"110,000 mi.",275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,2006,Gold,Beige
Sheet2,Lincoln,Gasoline," $18,500  ",MKX Reserve,used,None reported,"88,000 mi.",335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,2016,Black,Black
Sheet2,Nissan,Gasoline," $37,000  ",Armada Platinum,used,None reported,"42,833 mi.",390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,2018,Blue,Gray
Sheet2,Porsche,Gasoline," $114,998  ",911 Carrera,used,None reported,"23,278 mi.",3.0 Liter,2020,Blue,Black
Sheet2,BMW,Gasoline," $24,995  ",435 Gran Coupe i,used,None reported,"60,100 mi.",300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2015,Blue,Beige
Sheet2,Jeep,Gasoline," $69,685  ",Wagoneer Series III,used,None reported,"17,381 mi.",5.7L V8 16V MPFI OHV,2022,Velvet Red Pearlcoat,Global Black
Sheet2,Cadillac,Gasoline," $12,995  ",ATS 2.5L,used,At least 1 accident or damage reported,"63,172 mi.",202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,2013,Black,Black
Sheet2,Ford,Gasoline," $10,900  ",Transit Connect XLT,used,At least 1 accident or damage reported,"72,000 mi.",136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2010,White,Gray
Sheet2,Kia,Hybrid," $47,500  ",EV6 GT-Line,used,None reported,"4,820 mi.",320.0HP Electric Motor Electric Fuel System,2022,Red,Black
Sheet2,Audi,Gasoline," $25,990  ",S5 3.0T Premium Plus,used,At least 1 accident or damage reported,"67,900 mi.",333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2014,Silver,Black
Sheet2,Toyota,Gasoline," $38,000  ",Tundra SR,used,None reported,"51,000 mi.",381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,2018,Black,Gray
Sheet2,Jeep,Gasoline," $35,000  ",Wrangler Unlimited Freedom Edition,used,None reported,"54,500 mi.",285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2013,Green,Black
Sheet2,Maserati,Gasoline," $16,500  ",Quattroporte Base,used,None reported,"61,840 mi.",394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2006,Gray,Beige
Sheet2,Mercedes-Benz,Gasoline," $16,750  ",CLS-Class CLS500,used,At least 1 accident or damage reported,"28,950 mi.",302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2006,Blue,Beige
Sheet2,GMC,Diesel," $5,000  ",Sierra 3500 SLE,used,At least 1 accident or damage reported,"300,000 mi.",300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,2002,Black,Gray
Sheet2,Nissan,Gasoline," $17,000  ",Frontier SL,used,At least 1 accident or damage reported,"103,400 mi.",261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,2011,Gray,Gray
Sheet2,BMW,Gasoline," $109,900  ",M5 Base,used,None reported,816 mi.,4.4L V8 32V GDI DOHC Twin Turbo,2023,Alpine White,Black
Sheet2,Porsche,Gasoline," $489,000  ",911 R,used,None reported,719 mi.,4.0L H6 24V GDI DOHC,2016,White,Black / Brown
Sheet2,Land,Hybrid," $81,998  ",Rover Defender X-Dynamic SE,used,None reported,"3,678 mi.",3.0 Liter,2023,Fuji White,Black
Sheet2,Ford,E85 Flex Fuel," $22,000  ",F-150 XL,used,At least 1 accident or damage reported,"107,000 mi.",385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,2016,White,Gray
Sheet2,BMW,Gasoline," $114,998  ",M8 Competition,used,None reported,"5,018 mi.",4.4 Liter Twin Turbo,2022,null,Sakhir Orange/Black
Sheet2,Porsche,Gasoline," $71,400  ",911 Carrera S,used,None reported,"13,850 mi.",385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,2010,Black,Black
Sheet2,Volvo,Gasoline," $11,400  ",XC70 3.2,used,None reported,"46,700 mi.",235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,2008,White,Beige
Sheet2,Chrysler,Gasoline," $27,798  ",300 Touring,used,None reported,"21,478 mi.",3.6 Liter,2021,Silver Mist,Black
Sheet2,Honda,Hybrid," $20,499  ",Insight EX,used,At least 1 accident or damage reported,"64,200 mi.",151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,2020,White,Black
Sheet2,Porsche,Gasoline," $36,250  ",Cayman S,used,None reported,"31,075 mi.",3.4L H6 24V MPFI DOHC,2006,Black,Black / Stone Grey
Sheet2,Tesla,," $47,800  ",Model Y Performance,used,None reported,"25,250 mi.",455.0HP Electric Motor Electric Fuel System,2022,White,White
Sheet2,BMW,Gasoline," $71,950  ",M5 Competition,used,None reported,"35,400 mi.",617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,2020,Orange,Black
Sheet2,Audi,Gasoline," $16,000  ",S4 4.2 quattro,used,None reported,"74,030 mi.",340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2004,Silver,Gray
Sheet2,Ford,Diesel," $69,998  ",F-250 Platinum,used,None reported,"48,549 mi.",6.7L V8 32V DDI OHV Turbo Diesel,2021,Antimatter Blue Metallic,Black
Sheet2,Kia,Gasoline," $32,500  ",Seltos S,used,None reported,"5,182 mi.",146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2023,White,Black
Sheet2,RAM,Gasoline," $33,500  ",ProMaster 2500 High Roof,used,At least 1 accident or damage reported,"31,681 mi.",280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,BMW,Gasoline," $80,998  ",M760 M760i xDrive,used,None reported,"23,430 mi.",6.6 Liter Twin Turbo,2020,White,Black
Sheet2,Mercedes-Benz,Gasoline," $29,000  ",E-Class E 400,used,At least 1 accident or damage reported,"30,300 mi.",329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2015,White,Black
Sheet2,Cadillac,Gasoline," $14,599  ",XTS Luxury,used,At least 1 accident or damage reported,"112,000 mi.",304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2016,Blue,Beige
Sheet2,INFINITI,Gasoline," $19,990  ",Q50 Premium,used,At least 1 accident or damage reported,"127,356 mi.",328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,2014,Black,Black
Sheet2,Volkswagen,Gasoline," $28,890  ",Touareg V6 Executive,used,At least 1 accident or damage reported,"50,600 mi.",280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2017,Red,Brown
Sheet2,Chevrolet,E85 Flex Fuel," $9,950  ",Suburban 1500 LTZ,used,None reported,"194,000 mi.",320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,2011,Black,Black
Sheet2,Toyota,Gasoline," $44,750  ",Tundra SR5,used,None reported,"33,455 mi.",381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,2021,Green,Black
Sheet2,BMW,Gasoline," $35,750  ",X1 sDrive28i,used,None reported,"43,000 mi.",228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2022,Gray,Black
Sheet2,Mercedes-Benz,Gasoline," $35,300  ",GL-Class GL 550 4MATIC,used,None reported,"46,102 mi.",429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,2016,Black,Beige
Sheet2,Cadillac,Gasoline," $21,000  ",XTS Luxury,used,None reported,"59,000 mi.",304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2019,Black,Black
Sheet2,Jaguar,Gasoline," $9,500  ",XJ8 Base,used,At least 1 accident or damage reported,"134,000 mi.",294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2004,Black,Beige
Sheet2,Chevrolet,Gasoline," $150,000  ",Camaro ZL1,used,None reported,"3,715 mi.",650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2020,Black,Black
Sheet2,Mercedes-Benz,Diesel," $24,000  ",Sprinter 2500,used,At least 1 accident or damage reported,"100,245 mi.",188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,2012,White,Black
Sheet2,Mercedes-Benz,Gasoline," $42,999  ",C-Class C 300 4MATIC,used,None reported,"8,583 mi.",2.0L I4 16V GDI DOHC Turbo,2022,Cirrus Silver Metallic,AMG Black
Sheet2,Dodge,Gasoline," $5,700  ",Dakota SLT,used,At least 1 accident or damage reported,"141,800 mi.",230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,2003,Red,Gray
Sheet2,Audi,Gasoline," $13,800  ",A5 2.0T Premium Plus,used,None reported,"77,000 mi.",211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2012,White,Black
Sheet2,Audi,Gasoline," $31,500  ",A5 2.0T Premium,used,At least 1 accident or damage reported,"67,035 mi.",252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2018,Pink,Brown
Sheet2,Audi,Gasoline," $19,500  ",S5 3.0 Premium Plus,used,None reported,"61,450 mi.",333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2012,White,Gray
Sheet2,Porsche,Gasoline," $52,590  ",Panamera GTS,used,None reported,"39,500 mi.",440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,2015,Black,Black
Sheet2,Mercedes-Benz,Gasoline," $128,900  ",AMG GT C,used,None reported,"6,600 mi.",550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2020,Black,Beige
Sheet2,Chevrolet,Gasoline," $51,500  ",Camaro 2SS,used,None reported,"2,300 mi.",455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2023,Red,Black
Sheet2,Audi,Hybrid," $61,998  ",Q7 Premium Plus,used,None reported,"10,601 mi.",3.0 Liter TFSI,2023,Mythos Black,Black
Sheet2,Maserati,Gasoline," $67,000  ",GranTurismo MC,used,None reported,"18,000 mi.",454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,2018,Red,Black
Sheet2,GMC,Gasoline," $67,963  ",Sierra 2500 AT4,used,At least 1 accident or damage reported,"31,681 mi.",6.6L V8 16V GDI OHV,2022,Cayenne Red Tintcoat,Jet Black
Sheet2,Cadillac,Gasoline," $49,427  ",XT6 Sport AWD,used,At least 1 accident or damage reported,"24,114 mi.",3.6L V6 24V GDI DOHC,2020,Garnet Red Metallic,Jet Black
Sheet2,Jeep,Gasoline," $43,389  ",Grand Cherokee L Laredo,used,At least 1 accident or damage reported,"22,109 mi.",3.6L V6 24V MPFI DOHC,2022,Bright White Clearcoat,Global Black
Sheet2,Chevrolet,E85 Flex Fuel," $18,000  ",Avalanche 1500 LT,used,None reported,"148,000 mi.",320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,2012,Black,Black
Sheet2,BMW,Gasoline," $60,200  ",M5 Base,used,None reported,"41,000 mi.",600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,2018,White,White
Sheet2,Nissan,E85 Flex Fuel," $19,500  ",Titan SE,used,None reported,"127,600 mi.",317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,2009,Brown,Gray
Sheet2,Dodge,Gasoline," $19,000  ",Ram 1500 SRT-10 Quad Cab,used,At least 1 accident or damage reported,"138,450 mi.",500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,2005,Red,Black
Sheet2,GMC,E85 Flex Fuel," $15,500  ",Sierra 1500 SLT,used,None reported,"230,000 mi.",315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,2013,White,Black
Sheet2,Lexus,Gasoline," $33,000  ",RX 350 F Sport,used,None reported,"53,649 mi.",295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2017,Black,Red
Sheet2,Mercedes-Benz,Gasoline," $11,999  ",GL-Class GL 450 4MATIC,used,At least 1 accident or damage reported,"174,000 mi.",335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,2012,Black,Black
Sheet2,INFINITI,Gasoline," $47,645  ",QX80 Luxe,used,At least 1 accident or damage reported,"49,860 mi.",5.6L V8 32V GDI DOHC,2022,Black Obsidian,Graphite
Sheet2,Mercedes-Benz,Gasoline," $75,000  ",AMG C 63 S,used,None reported,"13,650 mi.",503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2021,Blue,Black
Sheet2,BMW,Gasoline," $13,500  ",528 i xDrive,used,At least 1 accident or damage reported,"134,000 mi.",240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2016,Brown,Brown
Sheet2,Porsche,Gasoline," $68,000  ",911 Carrera,used,None reported,"78,000 mi.",350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,2014,Brown,Brown
Sheet2,Porsche,Gasoline," $21,750  ",Boxster S,used,None reported,"65,750 mi.",280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,2005,Blue,Gray
Sheet2,BMW,Gasoline," $94,000  ",X6 M Base,used,None reported,"18,000 mi.",600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,2021,Black,Black
Sheet2,Ford,Gasoline," $9,450  ",Mustang Premium,used,None reported,"121,630 mi.",210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,2007,White,Black
Sheet2,Rivian,Hybrid," $89,999  ",R1S Launch Edition,used,None reported,"4,500 mi.",835.0HP Electric Motor Electric Fuel System,2023,Silver,Gray
