CarName,fueltype,price,accident,milage,model_year,ext_col,int_col,HP,motor_size,cylinders
Audi,gasoline,9900.0,yes,156875.0,2011.0,Black,Red,354.0,4.2,8.0
Cadillac,gasoline,28500.0,no,35200.0,2020.0,Blue,Black,237.0,2.0,4.0
Maserati,gasoline,19000.0,no,76000.0,2014.0,Black,Black,404.0,3.0,6.0
Jaguar,gasoline,34500.0,no,29000.0,2019.0,White,Black,247.0,2.0,4.0
BMW,gasoline,44495.0,yes,33499.0,2019.0,Gray,Black,445.0,4.4,8.0
GMC,gasoline,9500.0,yes,76296.0,2015.0,Gray,Black,182.0,2.4,4.0
Nissan,gasoline,4500.0,no,109902.0,2011.0,Blue,Gray,122.0,1.8,4.0
Mercedes-Benz,gasoline,33500.0,no,23083.0,2019.0,White,Beige,255.0,2.0,4.0
Toyota,gasoline,4199.0,no,143600.0,2003.0,Black,Black,180.0,1.8,4.0
RAM,gasoline,54800.0,no,22000.0,2021.0,Black,Black,395.0,5.7,8.0
Mercedes-Benz,hybrid,81500.0,no,13000.0,2022.0,Silver,Black,429.0,3.0,6.0
Audi,gasoline,28000.0,yes,53000.0,2018.0,White,Brown,252.0,2.0,4.0
Lincoln,gasoline,52999.0,no,44741.0,2019.0,Beige,Beige,450.0,3.5,6.0
Audi,gasoline,5700.0,yes,202000.0,2008.0,Blue,Gray,255.0,3.2,6.0
Chevrolet,gasoline,6995.0,yes,215000.0,2006.0,Black,Black,345.0,6.0,8.0
Toyota,gasoline,7700.0,yes,177702.0,2011.0,Gray,Gray,179.0,2.5,4.0
Mercedes-Benz,gasoline,29497.0,no,58350.0,2018.0,Black,Black,208.0,2.0,4.0
Chevrolet,gasoline,17000.0,yes,86170.0,2010.0,Black,Black,304.0,3.6,6.0
Mazda,gasoline,20199.0,yes,36568.0,2012.0,Blue,Beige,167.0,2.0,4.0
Ford,gasoline,16250.0,no,54357.0,2015.0,White,Gray,173.0,1.6,4.0
Porsche,gasoline,20900.0,yes,64800.0,2010.0,Gray,Gray,255.0,2.9,6.0
Toyota,gasoline,27750.0,no,117780.0,2016.0,Gray,Black,270.0,4.0,6.0
Land,gasoline,18750.0,no,86202.0,2016.0,Black,Black,240.0,2.0,4.0
Ford,gasoline,19550.0,no,163000.0,2012.0,White,Gray,255.0,5.4,8.0
Mercedes-Benz,gasoline,24900.0,no,35400.0,2004.0,Black,Gray,302.0,5.0,8.0
Jeep,gasoline,22000.0,no,31000.0,2018.0,Gray,Black,180.0,2.4,4.0
Mercedes-Benz,gasoline,135800.0,no,22480.0,2021.0,White,Brown,416.0,4.0,8.0
Lexus,gasoline,44800.0,yes,41500.0,2010.0,Blue,Black,416.0,5.0,8.0
BMW,gasoline,13000.0,no,91545.0,2010.0,Black,Black,300.0,3.0,6.0
Audi,hybrid,162500.0,no,4100.0,2022.0,Blue,Black,591.0,4.0,8.0
Buick,gasoline,5000.0,no,110000.0,2006.0,Gold,Beige,275.0,4.6,8.0
Lincoln,gasoline,18500.0,no,88000.0,2016.0,Black,Black,335.0,2.7,6.0
Nissan,gasoline,37000.0,no,42833.0,2018.0,Blue,Gray,390.0,5.6,8.0
BMW,gasoline,24995.0,no,60100.0,2015.0,Blue,Beige,300.0,3.0,6.0
Cadillac,gasoline,12995.0,yes,63172.0,2013.0,Black,Black,202.0,2.5,4.0
Ford,gasoline,10900.0,yes,72000.0,2010.0,White,Gray,136.0,2.0,4.0
Audi,gasoline,25990.0,yes,67900.0,2014.0,Silver,Black,333.0,3.0,6.0
Toyota,gasoline,38000.0,no,51000.0,2018.0,Black,Gray,381.0,5.7,8.0
Jeep,gasoline,35000.0,no,54500.0,2013.0,Green,Black,285.0,3.6,6.0
Maserati,gasoline,16500.0,no,61840.0,2006.0,Gray,Beige,394.0,4.2,8.0
Mercedes-Benz,gasoline,16750.0,yes,28950.0,2006.0,Blue,Beige,302.0,5.0,8.0
GMC,diesel,5000.0,yes,300000.0,2002.0,Black,Gray,300.0,6.6,8.0
Nissan,gasoline,17000.0,yes,103400.0,2011.0,Gray,Gray,261.0,4.0,6.0
Ford,gasoline,22000.0,yes,107000.0,2016.0,White,Gray,385.0,5.0,8.0
Porsche,gasoline,71400.0,no,13850.0,2010.0,Black,Black,385.0,3.8,6.0
Volvo,gasoline,11400.0,no,46700.0,2008.0,White,Beige,235.0,3.2,6.0
Honda,hybrid,20499.0,yes,64200.0,2020.0,White,Black,151.0,1.5,4.0
BMW,gasoline,71950.0,no,35400.0,2020.0,Orange,Black,617.0,4.4,8.0
Audi,gasoline,16000.0,no,74030.0,2004.0,Silver,Gray,340.0,4.2,8.0
Kia,gasoline,32500.0,no,5182.0,2023.0,White,Black,146.0,2.0,4.0
RAM,gasoline,33500.0,yes,31681.0,2019.0,White,Black,280.0,3.6,6.0
Mercedes-Benz,gasoline,29000.0,yes,30300.0,2015.0,White,Black,329.0,3.0,6.0
Cadillac,gasoline,14599.0,yes,112000.0,2016.0,Blue,Beige,304.0,3.6,6.0
INFINITI,gasoline,19990.0,yes,127356.0,2014.0,Black,Black,328.0,3.7,6.0
Volkswagen,gasoline,28890.0,yes,50600.0,2017.0,Red,Brown,280.0,3.6,6.0
Chevrolet,gasoline,9950.0,no,194000.0,2011.0,Black,Black,320.0,5.3,8.0
Toyota,gasoline,44750.0,no,33455.0,2021.0,Green,Black,381.0,5.7,8.0
BMW,gasoline,35750.0,no,43000.0,2022.0,Gray,Black,228.0,2.0,4.0
Mercedes-Benz,gasoline,35300.0,no,46102.0,2016.0,Black,Beige,429.0,4.7,8.0
Cadillac,gasoline,21000.0,no,59000.0,2019.0,Black,Black,304.0,3.6,6.0
Jaguar,gasoline,9500.0,yes,134000.0,2004.0,Black,Beige,294.0,4.2,8.0
Chevrolet,gasoline,150000.0,no,3715.0,2020.0,Black,Black,650.0,6.2,8.0
Mercedes-Benz,diesel,24000.0,yes,100245.0,2012.0,White,Black,188.0,3.0,6.0
Dodge,gasoline,5700.0,yes,141800.0,2003.0,Red,Gray,230.0,4.7,8.0
Audi,gasoline,13800.0,no,77000.0,2012.0,White,Black,211.0,2.0,4.0
Audi,gasoline,31500.0,yes,67035.0,2018.0,Pink,Brown,252.0,2.0,4.0
Audi,gasoline,19500.0,no,61450.0,2012.0,White,Gray,333.0,3.0,6.0
Porsche,gasoline,52590.0,no,39500.0,2015.0,Black,Black,440.0,4.8,8.0
Mercedes-Benz,gasoline,128900.0,no,6600.0,2020.0,Black,Beige,550.0,4.0,8.0
Chevrolet,gasoline,51500.0,no,2300.0,2023.0,Red,Black,455.0,6.2,8.0
Maserati,gasoline,67000.0,no,18000.0,2018.0,Red,Black,454.0,4.7,8.0
Chevrolet,gasoline,18000.0,no,148000.0,2012.0,Black,Black,320.0,5.3,8.0
BMW,gasoline,60200.0,no,41000.0,2018.0,White,White,600.0,4.4,8.0
Nissan,gasoline,19500.0,no,127600.0,2009.0,Brown,Gray,317.0,5.6,8.0
Dodge,gasoline,19000.0,yes,138450.0,2005.0,Red,Black,500.0,8.3,10.0
GMC,gasoline,15500.0,no,230000.0,2013.0,White,Black,315.0,5.3,8.0
Lexus,gasoline,33000.0,no,53649.0,2017.0,Black,Red,295.0,3.5,6.0
Mercedes-Benz,gasoline,11999.0,yes,174000.0,2012.0,Black,Black,335.0,4.6,8.0
Mercedes-Benz,gasoline,75000.0,no,13650.0,2021.0,Blue,Black,503.0,4.0,8.0
BMW,gasoline,13500.0,yes,134000.0,2016.0,Brown,Brown,240.0,2.0,4.0
Porsche,gasoline,68000.0,no,78000.0,2014.0,Brown,Brown,350.0,3.4,6.0
Porsche,gasoline,21750.0,no,65750.0,2005.0,Blue,Gray,280.0,3.2,6.0
BMW,gasoline,94000.0,no,18000.0,2021.0,Black,Black,600.0,4.4,8.0
Ford,gasoline,9450.0,no,121630.0,2007.0,White,Black,210.0,4.0,6.0
BMW,gasoline,16000.0,no,120000.0,2016.0,White,White,240.0,2.0,4.0
Cadillac,gasoline,29500.0,no,168600.0,2016.0,White,Beige,420.0,6.2,8.0
Chevrolet,gasoline,25900.0,no,43705.0,2004.0,Gray,Black,350.0,5.7,8.0
Audi,gasoline,11500.0,no,111000.0,2013.0,Blue,Beige,211.0,2.0,4.0
Audi,gasoline,17000.0,no,64549.0,2012.0,Silver,Black,211.0,2.0,4.0
Buick,gasoline,6500.0,no,53000.0,2007.0,Red,Gray,200.0,3.8,6.0
Chevrolet,gasoline,44900.0,no,13465.0,2017.0,White,Black,455.0,6.2,8.0
BMW,gasoline,40000.0,no,74000.0,2015.0,Gray,Black,425.0,3.0,6.0
Kia,gasoline,6900.0,yes,100331.0,2011.0,Red,Black,200.0,2.4,4.0
Toyota,gasoline,53568.0,no,24850.0,2022.0,Black,Black,382.0,3.0,6.0
Nissan,gasoline,11995.0,no,115000.0,2015.0,Gray,Black,260.0,3.5,6.0
BMW,gasoline,26500.0,yes,72000.0,2015.0,Black,Brown,445.0,4.4,8.0
Mazda,gasoline,6500.0,yes,162000.0,2008.0,Black,Black,263.0,2.3,4.0
GMC,gasoline,45500.0,no,47589.0,2017.0,Black,Black,355.0,5.3,8.0
RAM,gasoline,36990.0,no,10339.0,2018.0,White,Gray,280.0,3.6,6.0
Hyundai,gasoline,10990.0,no,138000.0,2016.0,Brown,Beige,175.0,1.6,4.0
Chevrolet,gasoline,16999.0,no,87500.0,2003.0,Red,Black,300.0,5.3,8.0
Maserati,gasoline,38900.0,no,34920.0,2013.0,Gray,Brown,440.0,4.7,8.0
BMW,gasoline,52000.0,no,25000.0,2018.0,Black,Black,365.0,3.0,6.0
Subaru,gasoline,13999.0,no,162000.0,2015.0,Gray,Black,175.0,2.5,4.0
Buick,gasoline,16999.0,yes,119500.0,1996.0,White,Beige,260.0,5.7,8.0
Land,gasoline,36500.0,no,101800.0,2017.0,Silver,Black,510.0,5.0,8.0
Mercedes-Benz,gasoline,112500.0,no,40000.0,2020.0,Black,Red,630.0,4.0,8.0
BMW,gasoline,29000.0,yes,30000.0,2019.0,Blue,Beige,248.0,2.0,4.0
Lexus,gasoline,10600.0,yes,78980.0,2007.0,Silver,Beige,272.0,3.5,6.0
Dodge,gasoline,69900.0,yes,12700.0,2020.0,Black,Black,717.0,6.2,8.0
Mazda,gasoline,25900.0,yes,19000.0,2021.0,Blue,Black,187.0,2.5,4.0
Audi,gasoline,48000.0,no,12000.0,2019.0,Black,Black,349.0,3.0,6.0
Ford,gasoline,33900.0,no,25717.0,2016.0,Black,Black,435.0,5.0,8.0
BMW,gasoline,55000.0,no,25013.0,2020.0,Black,Black,405.0,3.0,6.0
BMW,gasoline,27500.0,no,57939.0,2016.0,Gray,Black,320.0,3.0,6.0
Mercedes-Benz,gasoline,49999.0,no,52694.0,2018.0,Gray,Black,385.0,3.0,6.0
Mercedes-Benz,gasoline,37000.0,no,54000.0,2015.0,White,Beige,449.0,4.7,8.0
Honda,gasoline,27000.0,no,110500.0,2002.0,Yellow,Red,240.0,2.0,4.0
Chevrolet,gasoline,10000.0,no,97500.0,2000.0,Yellow,Black,345.0,5.7,8.0
Mercedes-Benz,gasoline,40000.0,no,77648.0,2013.0,Silver,Black,536.0,5.5,8.0
Bentley,gasoline,64000.0,no,79422.0,2013.0,Black,Black,616.0,6.0,12.0
GMC,gasoline,16900.0,yes,53850.0,2002.0,Silver,Gray,340.0,8.1,8.0
Audi,gasoline,42000.0,no,21832.0,2020.0,Blue,Black,349.0,3.0,6.0
Toyota,gasoline,18700.0,no,41932.0,2017.0,Black,Black,137.0,1.8,4.0
GMC,gasoline,34999.0,yes,110000.0,2017.0,Blue,Black,355.0,5.3,8.0
Toyota,gasoline,47500.0,no,67400.0,2020.0,Black,Brown,381.0,5.7,8.0
Subaru,gasoline,24000.0,yes,62662.0,2017.0,Red,Black,268.0,2.0,4.0
Subaru,gasoline,18000.0,yes,102000.0,2015.0,White,Black,268.0,2.0,4.0
INFINITI,gasoline,16488.0,yes,79785.0,2014.0,Red,White,328.0,3.7,6.0
Chevrolet,gasoline,24950.0,yes,166549.0,2017.0,White,Beige,355.0,5.3,8.0
Toyota,gasoline,8900.0,yes,190656.0,2006.0,Black,Gray,273.0,4.7,8.0
Porsche,gasoline,15000.0,no,135606.0,2009.0,Black,Black,405.0,4.8,8.0
Kia,gasoline,39900.0,no,14700.0,2023.0,Blue,Black,291.0,3.8,6.0
Mercedes-Benz,gasoline,96000.0,yes,12985.0,2019.0,Gray,Black,603.0,4.0,8.0
BMW,gasoline,64995.0,no,4200.0,2014.0,White,Red,335.0,3.0,6.0
Subaru,gasoline,23500.0,no,44000.0,2017.0,Red,Black,152.0,2.0,4.0
Dodge,gasoline,12000.0,no,66000.0,2015.0,Black,Black,160.0,2.0,4.0
Nissan,gasoline,17500.0,no,106700.0,2013.0,Red,Black,332.0,3.7,6.0
Cadillac,gasoline,55000.0,no,120000.0,2020.0,Black,Black,420.0,6.2,8.0
Mercedes-Benz,gasoline,19900.0,no,59600.0,2012.0,White,Beige,302.0,3.5,6.0
Kia,hybrid,8900.0,no,117220.0,2012.0,Black,Black,206.0,2.4,4.0
Chevrolet,diesel,67500.0,no,85200.0,2022.0,Silver,Gray,445.0,6.6,8.0
Volkswagen,gasoline,24325.0,no,63450.0,2018.0,White,Black,220.0,2.0,4.0
Dodge,gasoline,22500.0,no,73000.0,2004.0,Black,Gray,500.0,8.3,10.0
Scion,gasoline,11495.0,no,115000.0,2014.0,Silver,Silver,179.0,2.5,4.0
Land,gasoline,49900.0,no,56000.0,2016.0,Black,Brown,510.0,5.0,8.0
Chevrolet,gasoline,16000.0,yes,179200.0,2015.0,Black,Black,355.0,5.3,8.0
Maserati,gasoline,44999.0,no,28000.0,2015.0,White,Red,444.0,4.7,8.0
Porsche,gasoline,55000.0,no,155000.0,2003.0,Black,Black,415.0,3.6,6.0
Hyundai,hybrid,8500.0,yes,154000.0,2012.0,Green,Gray,206.0,2.4,4.0
Cadillac,gasoline,18955.0,yes,62500.0,2012.0,Red,Beige,270.0,3.0,6.0
BMW,gasoline,2500.0,no,177700.0,2000.0,Silver,Black,170.0,2.5,6.0
Nissan,gasoline,21500.0,no,65000.0,2012.0,Gray,Black,332.0,3.7,6.0
Ford,gasoline,49500.0,no,3000.0,2021.0,Red,Black,460.0,5.0,8.0
Audi,gasoline,12000.0,no,119000.0,2012.0,Gray,Black,211.0,2.0,4.0
RAM,diesel,25000.0,no,198868.0,2013.0,Brown,Beige,350.0,6.7,6.0
Dodge,gasoline,8500.0,yes,188000.0,2011.0,Silver,Black,210.0,3.7,6.0
Mercedes-Benz,gasoline,10750.0,no,157405.0,2013.0,Black,Black,248.0,3.5,6.0
Dodge,gasoline,62500.0,no,8228.0,2016.0,Blue,Black,707.0,6.2,8.0
Land,gasoline,42950.0,no,73101.0,2018.0,Blue,Beige,380.0,3.0,6.0
BMW,gasoline,60995.0,no,10950.0,2018.0,White,White,425.0,3.0,6.0
Mercedes-Benz,gasoline,47000.0,yes,63160.0,2018.0,Black,Black,463.0,4.0,8.0
Chevrolet,gasoline,18900.0,no,75000.0,2009.0,White,Gray,319.0,6.0,8.0
Toyota,gasoline,36000.0,yes,98000.0,2016.0,Black,Black,270.0,4.0,6.0
Mazda,gasoline,18900.0,no,33576.0,2012.0,Red,Beige,167.0,2.0,4.0
Volkswagen,gasoline,12449.0,yes,123200.0,2012.0,Gray,Beige,280.0,3.6,6.0
Jaguar,gasoline,8800.0,no,112000.0,2013.0,Blue,White,340.0,3.0,6.0
Chevrolet,gasoline,19500.0,yes,68000.0,2010.0,Gray,Gray,426.0,6.2,8.0
INFINITI,gasoline,14500.0,yes,120000.0,2012.0,Red,Black,328.0,3.7,6.0
BMW,gasoline,46999.0,yes,45000.0,2019.0,Silver,Black,445.0,4.4,8.0
Chevrolet,gasoline,39500.0,no,6700.0,2022.0,Gray,Black,455.0,6.2,8.0
Mercedes-Benz,gasoline,59750.0,no,40900.0,2015.0,White,Black,577.0,5.5,8.0
Cadillac,gasoline,45000.0,no,74150.0,2018.0,Gold,Brown,420.0,6.2,8.0
Toyota,hybrid,15999.0,no,94448.0,2014.0,Silver,Gray,200.0,2.5,4.0
Audi,gasoline,19998.0,no,108000.0,2015.0,Black,Brown,310.0,3.0,6.0
BMW,gasoline,17000.0,yes,118000.0,2012.0,White,Orange,555.0,4.4,8.0
Jaguar,gasoline,57500.0,no,38800.0,2020.0,Black,Black,550.0,5.0,8.0
BMW,gasoline,40000.0,no,55000.0,2017.0,White,Black,320.0,3.0,6.0
BMW,hybrid,49999.0,yes,34967.0,2021.0,Blue,Beige,382.0,3.0,6.0
Jeep,gasoline,30000.0,no,85325.0,2016.0,Black,Black,285.0,3.6,6.0
RAM,gasoline,36000.0,no,63750.0,2018.0,Gray,Gray,410.0,6.4,8.0
Ford,gasoline,19999.0,no,87248.0,2016.0,Black,Black,300.0,3.7,6.0
BMW,gasoline,15900.0,yes,206000.0,1997.0,Red,Black,190.0,2.8,6.0
Mercedes-Benz,gasoline,11999.0,no,112854.0,2011.0,White,Black,335.0,4.7,8.0
Mercedes-Benz,gasoline,53000.0,no,14100.0,2022.0,Gray,Black,255.0,2.0,4.0
BMW,hybrid,85495.0,no,14360.0,2023.0,Black,Black,375.0,3.0,6.0
Chevrolet,gasoline,32000.0,no,10000.0,2023.0,Blue,Black,155.0,1.3,3.0
Chevrolet,gasoline,20000.0,no,217500.0,2015.0,Black,Black,355.0,5.3,8.0
Jeep,gasoline,45000.0,no,40000.0,2020.0,Gray,Black,285.0,3.6,6.0
GMC,gasoline,82000.0,no,9980.0,2023.0,Black,Black,355.0,5.3,8.0
Mazda,gasoline,24995.0,no,41997.0,2019.0,Black,Black,227.0,2.5,4.0
Alfa,gasoline,39000.0,no,2000.0,2021.0,Blue,Brown,280.0,2.0,4.0
Mercedes-Benz,gasoline,22999.0,yes,42750.0,2016.0,Black,Black,208.0,2.0,4.0
Volkswagen,gasoline,23000.0,no,35340.0,2019.0,Black,Gray,174.0,2.0,4.0
Mercedes-Benz,gasoline,12000.0,yes,93000.0,2008.0,White,Beige,268.0,3.5,6.0
Audi,gasoline,47995.0,yes,66150.0,2014.0,White,Black,560.0,4.0,8.0
Volvo,hybrid,54599.0,no,19352.0,2022.0,Blue,Beige,455.0,2.0,4.0
Land,gasoline,64800.0,no,81000.0,2020.0,Black,Black,518.0,5.0,8.0
Toyota,gasoline,16000.0,no,183000.0,2011.0,Gold,Beige,381.0,5.7,8.0
Jeep,gasoline,24999.0,yes,44000.0,2004.0,Green,Green,190.0,4.0,6.0
Audi,gasoline,51800.0,no,18100.0,2021.0,Gray,Gray,349.0,3.0,6.0
Land,gasoline,20000.0,yes,40000.0,2011.0,Blue,Brown,510.0,5.0,8.0
Mercedes-Benz,diesel,31999.0,no,120000.0,2011.0,Black,Gray,188.0,3.0,6.0
Toyota,hybrid,84997.0,no,325.0,2023.0,Blue,Gray,437.0,3.4,6.0
Maserati,gasoline,39100.0,no,55000.0,2017.0,Blue,Black,405.0,3.0,6.0
Ford,gasoline,44999.0,yes,48500.0,2019.0,Black,Black,480.0,5.0,8.0
RAM,diesel,50000.0,no,52000.0,2018.0,Gray,Black,350.0,6.7,6.0
Toyota,gasoline,17900.0,yes,179000.0,2007.0,Silver,Black,239.0,4.0,6.0
Dodge,gasoline,42000.0,no,42626.0,2019.0,Silver,Red,485.0,6.4,8.0
Lexus,gasoline,34700.0,yes,65900.0,2018.0,Gray,Black,301.0,4.6,8.0
Mercedes-Benz,hybrid,104999.0,no,7968.0,2022.0,White,White,496.0,4.0,8.0
Porsche,gasoline,57500.0,no,61000.0,2018.0,Gray,Gray,330.0,3.0,6.0
Ford,hybrid,39500.0,no,13700.0,2022.0,Blue,Brown,191.0,2.5,4.0
Chevrolet,gasoline,7995.0,yes,155000.0,2005.0,Blue,Gray,220.0,3.5,5.0
Mercedes-Benz,gasoline,35750.0,no,56000.0,2017.0,Gray,White,402.0,4.7,8.0
Toyota,hybrid,22945.0,no,44459.0,2022.0,Silver,Gray,121.0,1.8,4.0
Mercedes-Benz,gasoline,38000.0,yes,31000.0,2017.0,Blue,White,241.0,2.0,4.0
Mercedes-Benz,gasoline,22222.0,yes,44000.0,2012.0,Gray,White,302.0,3.5,6.0
Jeep,gasoline,14250.0,no,116157.0,2003.0,Beige,Beige,210.0,4.0,6.0
Lincoln,gasoline,50000.0,yes,23500.0,2018.0,Black,Black,450.0,3.5,6.0
Chevrolet,gasoline,31000.0,no,28150.0,2008.0,Red,Beige,430.0,6.2,8.0
GMC,gasoline,29500.0,yes,137500.0,2016.0,Black,Black,420.0,6.2,8.0
Land,gasoline,195000.0,no,350.0,2023.0,Black,Beige,523.0,4.4,8.0
Ford,gasoline,13000.0,no,169000.0,2017.0,White,Beige,290.0,3.5,6.0
Chevrolet,gasoline,30000.0,no,8949.0,2010.0,Yellow,Black,426.0,6.2,8.0
BMW,gasoline,66000.0,no,25108.0,2020.0,Black,Black,523.0,4.4,8.0
Land,gasoline,33999.0,no,103000.0,2016.0,Black,Black,380.0,3.0,6.0
Porsche,gasoline,32000.0,yes,87600.0,2003.0,Black,Black,315.0,3.6,6.0
Mercedes-Benz,gasoline,15999.0,yes,76753.0,2015.0,Red,Black,208.0,2.0,4.0
Mercedes-Benz,gasoline,79500.0,no,10500.0,2019.0,Black,Brown,208.0,2.0,4.0
Mercedes-Benz,gasoline,9250.0,no,199000.0,2011.0,Silver,Black,268.0,3.5,6.0
Lexus,gasoline,9999.0,no,127980.0,2007.0,Blue,Beige,380.0,4.6,8.0
BMW,hybrid,71400.0,no,16307.0,2023.0,Red,White,335.0,3.0,6.0
Jaguar,gasoline,22500.0,yes,41452.0,2019.0,White,Black,247.0,2.0,4.0
Genesis,gasoline,32990.0,no,57500.0,2019.0,Red,Black,365.0,3.3,6.0
BMW,gasoline,70000.0,no,500.0,2020.0,Black,Black,405.0,3.0,6.0
Subaru,gasoline,30000.0,no,55000.0,2014.0,White,Black,265.0,2.5,4.0
GMC,gasoline,55000.0,no,8210.0,2021.0,White,Black,401.0,6.6,8.0
Jaguar,gasoline,70000.0,no,4279.0,2013.0,White,Black,550.0,5.0,8.0
Mercedes-Benz,diesel,54995.0,yes,39748.0,2013.0,Silver,Black,188.0,3.0,6.0
Toyota,gasoline,12490.0,yes,160000.0,1998.0,White,Beige,230.0,4.7,8.0
Toyota,gasoline,20500.0,no,65000.0,2013.0,Silver,Gray,159.0,2.7,4.0
BMW,gasoline,25000.0,no,59000.0,2016.0,Black,Beige,240.0,2.0,4.0
BMW,hybrid,47000.0,no,22700.0,2022.0,White,Black,288.0,2.0,4.0
Mercedes-Benz,gasoline,20900.0,no,56578.0,2018.0,White,Black,208.0,2.0,4.0
Hyundai,gasoline,10000.0,yes,153332.0,2010.0,Silver,Black,378.0,4.6,8.0
Cadillac,gasoline,17999.0,no,89700.0,2013.0,Black,Red,321.0,3.6,6.0
Lincoln,gasoline,5230.0,yes,118600.0,2002.0,Black,Gray,220.0,4.6,8.0
GMC,gasoline,52000.0,no,23400.0,2021.0,Black,Black,420.0,6.2,8.0
Mercedes-Benz,diesel,29000.0,no,110000.0,2015.0,White,Gray,188.0,3.0,6.0
Jaguar,gasoline,11990.0,no,87888.0,2008.0,Black,Black,300.0,4.2,8.0
Audi,gasoline,21500.0,no,78124.0,2015.0,Blue,Black,292.0,2.0,4.0
Subaru,gasoline,19000.0,yes,91000.0,2015.0,Red,Black,268.0,2.0,4.0
Dodge,gasoline,10700.0,yes,114000.0,2003.0,White,Beige,345.0,5.7,8.0
Subaru,gasoline,21000.0,no,76000.0,2015.0,Blue,Black,268.0,2.0,4.0
Audi,gasoline,30000.0,yes,146500.0,2008.0,Red,Black,420.0,4.2,8.0
Porsche,gasoline,53999.0,no,26021.0,2007.0,Silver,Gray,325.0,3.6,6.0
Audi,gasoline,17200.0,yes,73000.0,2015.0,Black,Black,220.0,2.0,4.0
Audi,gasoline,8700.0,no,153000.0,2009.0,Gray,Beige,265.0,3.2,6.0
Ford,diesel,30000.0,no,67550.0,2003.0,Gold,Beige,325.0,6.0,8.0
Ford,gasoline,8500.0,no,170000.0,2004.0,Gold,Gold,310.0,6.8,10.0
Land,gasoline,47500.0,no,53000.0,2017.0,Black,Beige,510.0,5.0,8.0
Audi,hybrid,48500.0,yes,54900.0,2019.0,Gold,Black,335.0,3.0,6.0
BMW,gasoline,24000.0,no,89000.0,2016.0,Black,Black,300.0,3.0,6.0
Ford,gasoline,49000.0,no,6200.0,2022.0,Black,Black,275.0,2.3,4.0
Hyundai,gasoline,12500.0,yes,89000.0,2013.0,White,Black,344.0,3.8,6.0
Toyota,gasoline,3500.0,yes,86111.0,1999.0,Gold,Beige,133.0,2.2,4.0
Lamborghini,gasoline,109499.0,no,45014.0,2010.0,Gray,Black,560.0,5.2,10.0
Ford,gasoline,18500.0,no,101000.0,2011.0,Red,Black,412.0,5.0,8.0
GMC,gasoline,30000.0,yes,93000.0,2016.0,Black,Black,355.0,5.3,8.0
Ford,gasoline,16000.0,no,62500.0,2013.0,Black,Black,305.0,3.7,6.0
Lexus,gasoline,29000.0,yes,75000.0,2008.0,Blue,Black,416.0,5.0,8.0
BMW,gasoline,28000.0,no,34455.0,2015.0,Gray,Beige,300.0,3.0,6.0
Land,gasoline,15500.0,no,130000.0,2010.0,White,Black,510.0,5.0,8.0
Mercedes-Benz,gasoline,16500.0,yes,76170.0,2014.0,Gray,Black,208.0,2.0,4.0
GMC,gasoline,9500.0,yes,194500.0,2010.0,White,Beige,320.0,5.3,8.0
BMW,gasoline,5699.0,no,135000.0,2008.0,Silver,Black,300.0,3.0,6.0
Dodge,gasoline,26999.0,yes,33000.0,2021.0,White,Gray,300.0,3.6,6.0
Hyundai,gasoline,10340.0,no,98700.0,2010.0,Beige,Beige,290.0,3.8,6.0
Honda,gasoline,35500.0,yes,72900.0,2018.0,Black,Black,306.0,2.0,4.0
Dodge,gasoline,20000.0,no,135000.0,2016.0,Black,Black,360.0,5.7,8.0
Chevrolet,gasoline,60000.0,no,2550.0,2022.0,Red,Black,355.0,5.3,8.0
Mercedes-Benz,hybrid,83999.0,no,22000.0,2020.0,Gray,Black,429.0,3.0,6.0
Land,gasoline,175000.0,no,2800.0,2023.0,White,Red,523.0,4.4,8.0
BMW,gasoline,18500.0,no,133500.0,2008.0,Gray,Black,414.0,4.0,8.0
INFINITI,gasoline,19900.0,no,49000.0,2012.0,Gray,Black,330.0,3.7,6.0
BMW,gasoline,8000.0,no,125470.0,2008.0,Black,Beige,360.0,4.8,8.0
Porsche,gasoline,12250.0,no,72000.0,1999.0,Blue,Gray,201.0,2.5,6.0
Acura,gasoline,25000.0,no,19500.0,2019.0,Gray,Black,201.0,2.4,4.0
Porsche,gasoline,105000.0,no,20561.0,2017.0,Red,Black,420.0,3.0,6.0
Lexus,gasoline,62900.0,no,33655.0,2016.0,White,Brown,383.0,5.7,8.0
Toyota,gasoline,23500.0,no,135140.0,2015.0,White,Beige,270.0,3.5,6.0
Maserati,gasoline,17999.0,no,73000.0,2015.0,Black,Brown,345.0,3.0,6.0
Land,gasoline,58000.0,yes,55000.0,2017.0,White,Beige,380.0,3.0,6.0
Chevrolet,gasoline,10000.0,yes,87000.0,2013.0,Blue,Black,138.0,1.4,4.0
BMW,gasoline,4000.0,no,137825.0,2006.0,Silver,Black,215.0,3.0,6.0
Acura,gasoline,5000.0,no,184421.0,2008.0,Gray,Black,300.0,3.7,6.0
Lincoln,gasoline,14900.0,yes,95000.0,2015.0,White,Black,240.0,2.0,4.0
Bentley,gasoline,34995.0,no,55050.0,2003.0,Gray,Gray,400.0,6.75,8.0
Kia,gasoline,23800.0,no,54200.0,2021.0,White,Black,191.0,2.5,4.0
Lexus,gasoline,15000.0,no,109762.0,2002.0,Blue,Brown,300.0,4.3,8.0
